Id,SalePrice
193,189336.69093754445
555,127208.80112910894
899,78019.14805977793
2357,186389.27349761885
328,130511.32399593153
1356,108238.0243294287
1154,113726.5675899217
1730,171835.42296615453
2249,156848.6031292243
1119,277972.97996282775
2856,144994.25640801532
1394,132038.09071951974
2587,110335.42633686308
61,360170.13908722904
2661,178577.5445467214
2711,131491.6103347305
1147,163365.90109990293
757,124626.69630133576
2623,103799.62475460349
2378,143110.2461548458
1413,149616.8438506549
1722,205600.44487292814
1112,205440.9733242102
1623,192447.0915610307
1201,195265.45642734665
1513,124919.38943662496
957,384833.3848589937
1171,268375.094803901
1145,195127.98756270908
2726,266653.95093614305
703,152343.00858464622
760,77409.178088376
1964,139563.69133974376
2512,172107.78722872207
159,127043.96025789613
1281,163752.6889467031
468,189469.11545149467
290,128077.16427285636
665,103041.72210257342
1463,256893.15401042972
1792,219914.95026359087
923,143094.3788232163
500,275489.52610411844
1408,178258.03823821375
331,85113.30808292936
170,119864.7603066325
2192,102929.95699765295
2571,241939.29384264557
2314,169768.82865302562
2647,94804.25419710678
422,442344.27500540426
2457,374771.9615133548
1838,210594.91040623107
2805,256856.6441028664
1645,160970.62026768835
1711,299940.3214155114
2825,224700.67657084012
322,339059.54008983227
2103,246977.63090892287
342,110431.65376894874
600,121203.70597401354
488,174334.2835451871
1725,332194.2288308583
2246,299272.366533697
2847,142758.02847422537
806,234442.05092664852
530,230050.34091189367
963,201497.70142150536
2678,89648.47151897347
171,90625.77757705114
2401,456610.84162326215
805,219231.99304331726
2259,246086.38291005525
1748,183441.02610049245
1361,134971.37327111987
1677,108720.71521878324
1406,162098.16456496523
2322,253775.94761102277
688,148301.98562051088
143,141947.8836826207
804,203074.1083897953
1214,152393.45798692535
2828,120399.14291219681
1999,173937.94764933287
2467,197140.95926493837
2665,162365.81118601802
1538,360521.7864659212
398,119550.21378516428
2822,142795.89080692228
2157,137441.1550251468
1856,204310.79673356822
1269,99261.47985342462
2570,114242.46438662807
2320,231228.2694971751
1517,130707.35114688394
2304,110756.43852577283
1312,102574.2424854408
2012,127116.89832454089
506,243784.1793641379
2865,236889.1241573133
2367,89608.93029168778
554,76970.78458535954
238,130851.84851201167
1954,118222.09144549581
2488,133231.10257388666
2291,78367.43300966051
1969,106716.53626269892
2725,160265.3129405037
1482,146766.35483415355
2763,191027.87550931732
503,251784.69712469925
1584,250404.50378238095
1531,139848.78907392145
2210,184641.19075870176
459,352268.10165061115
556,126187.8238321685
1347,125157.47426036652
1290,75890.26564203697
1388,95161.6810202064
1571,300681.7985871681
2754,199989.12819076778
765,144629.13494135556
2494,132211.2241953374
2870,234798.8661023884
7,208872.4280889457
1114,243944.4113905113
2418,267074.08654511895
291,152037.63612575075
18,379067.1416093466
39,395378.3803844012
1001,273498.66359224566
2442,226722.01915307908
616,117554.31251948616
2680,76352.3686993546
1414,128851.92614142539
289,144773.20149342628
40,255154.60056277312
860,133271.5151219733
409,133546.41804209666
673,151561.1288809753
2427,171066.62708693853
2036,216480.3104929751
2564,140341.4193024063
642,140326.90755601737
1008,184536.50830308918
1908,145634.17873382336
2519,190420.546610788
1369,88903.18829588659
2855,146457.94643334503
712,100289.5892215916
1943,133722.88555813098
1958,111316.30100140431
107,151249.6509466955
2295,201771.0272082948
704,100902.61306105496
676,129699.65751033087
259,178141.65194144566
93,286393.0339012648
106,235368.11626610724
2315,175480.5611193225
1050,110344.97206055575
1095,209577.37151765154
2709,153545.69729907747
758,130390.39900490959
1496,160454.75641636923
2370,121045.61199222895
2458,289282.85611641593
2733,131086.86056307863
161,277392.4940415595
726,153868.91568648096
845,206173.03088209569
947,233067.23203115194
2232,123292.97358714289
2563,143179.9644373346
2299,146694.0019123176
211,62129.311708861016
605,154766.91142339987
1478,198644.1963519631
2247,287691.55908060947
2274,243096.20065579165
2869,207773.53257256624
967,216707.76071778484
2656,128860.56049044468
667,176983.08227037368
1042,95445.66658218717
2023,142717.69541734853
2447,389081.40215088066
2055,124428.16529446375
2275,305537.2199428126
2204,174779.86154229072
1563,284414.5686817565
483,157935.76156781317
796,133287.5102807922
1526,148789.79166811053
2042,120467.78736045373
442,338931.1929881398
1693,344065.9358135499
1468,217923.3180343546
1430,214789.82226288636
2605,115751.1918151834
1529,182795.37660562637
335,148125.5016498405
1287,114826.91306910198
31,92106.48997213702
1785,318441.34922126966
82,172640.13598690846
2620,120425.10933315555
252,174875.36996581976
721,65813.3761202606
2165,181308.27008272655
2316,191959.5661489303
775,132993.50314384195
1558,105942.29898289539
17,205972.3054132276
1022,234125.19482061625
925,115723.21366625236
438,266219.9317891598
1270,142973.6249552347
1272,125629.3424935693
215,133644.87808186014
266,224883.50008364875
2402,272546.5449638119
1250,127676.55798225326
1984,114413.55492370491
1279,148120.55429897556
377,271726.89529130154
1252,119345.54222935243
2156,260679.6725689236
499,329340.47296119144
1374,135664.0371956366
2898,260048.72392346335
401,117823.7721755902
2721,141701.05648227973
2078,266373.7562530099
2589,131238.03593887034
1946,260529.118833444
1334,130790.95855761334
2781,218706.83656051185
431,416565.9513795745
576,195032.01168835617
1474,205718.3983057569
2254,134712.70295825772
2155,277580.8757332877
885,93972.11388012665
643,137505.7158158029
1944,123937.8371710467
480,194479.72060213296
2845,110788.9170655713
2387,333382.2936586458
2407,214586.16085901568
2527,163803.48087138848
2514,131942.00664573503
629,131617.47395606624
80,195843.06447659142
1876,135662.64050547295
1546,121304.067372066
2518,171266.012250206
2347,161736.4856643797
783,236845.04268414507
1322,61743.39989095982
194,82801.8133821567
1770,293106.1263528564
2143,117930.86480266918
1229,227465.86614515833
511,275816.5099488585
46,235627.52629365798
1348,142297.29438993853
2465,194884.58161143865
387,231066.3937590371
873,224682.81758933794
1918,123531.07373115397
2764,233284.9030880355
2184,137782.68449006922
934,134179.884925322
1920,130653.68562566148
2631,145168.56134590265
1768,588655.3031212853
2040,105774.9510855489
1749,219526.64139393478
834,253192.63287476136
1457,235227.09132590538
79,116787.96522358799
2302,125144.93051723717
1817,148211.957556738
2755,227425.91095523906
359,175897.0777111383
2059,114357.43456688961
2092,235639.79770723762
2516,228930.38887873772
150,124841.39436148052
1656,134299.2795073061
83,93642.47705148297
2411,170821.41813677305
795,84245.42026487227
2312,221357.23307144202
2917,89085.97975669955
1624,178716.38162586512
2215,318126.50513628474
1211,149734.01330578604
1485,138748.6117831865
1024,174594.53966898145
570,188971.4511754924
2874,137054.07362618967
700,124333.35795465998
2756,207734.4843936129
2022,185118.9645660607
583,241704.11310726745
2392,373168.00683814986
2424,181353.6765953959
212,89985.39236161546
736,139709.52671955831
1610,160011.70600049198
890,125966.55487638123
467,181377.9542084836
578,216565.96600708817
1747,196236.11214898643
1149,152792.22068052972
2758,259280.0271395606
857,130190.42283932937
2219,294982.2693904296
733,86471.86142991346
2909,108778.72272362704
1798,249998.78119888913
235,149050.02289305077
2366,119522.91975049139
1027,134306.5293721232
1195,139989.2968413853
1303,69110.17722406767
148,175452.18904108828
608,162397.93775135337
2515,197557.82263619377
821,263417.70522886806
2500,284928.3234326061
745,106673.56273509565
741,124997.4326834431
1611,106194.92078773977
2532,129742.43039441736
1081,230427.31120182425
1692,450576.9751530292
2520,174946.05254441596
276,116775.67025297451
1992,139018.54289113273
663,49483.62920270568
418,115262.73529072167
1733,197170.13542706182
2359,142251.81090153294
253,173782.2580010226
1518,168698.3809664219
2035,143588.2478841749
2919,86260.45003279859
1540,262207.23065711407
2120,146824.38619221305
1674,157548.00038763275
256,145995.36984105423
2361,92056.64636563366
978,77242.76125152818
2280,145248.0180831761
2095,229059.6120021767
1709,324232.2561950508
2801,255615.00881452515
1246,108682.22572500374
2373,90662.79432877386
1055,294863.8999662474
2017,114476.8068016685
1099,266646.530573288
1344,73061.9872586501
835,228060.2313405402
1117,220392.75916652844
2043,92250.24181415647
2085,131407.50675935423
410,147969.18423424728
2650,110129.6229639511
2867,163346.84136579643
1668,117586.0436558787
1161,147436.14345653274
2122,176123.61131865147
2539,143578.23967235914
1047,143292.93262383452
1445,143720.69228365913
541,119953.91574688951
569,230529.7718721018
1276,110327.57997473788
918,121493.17384806693
326,155381.2997630654
1936,136786.31658106289
895,110675.9363096481
257,152674.14379996702
1241,168802.71405625466
1545,122834.09673486488
1189,182271.8049527657
270,139928.0738806186
2066,200206.09380179166
693,110614.4771223648
1259,143580.93224209602
2916,146663.50700385193
2321,274278.8040400564
1977,93192.60730457919
1895,140111.64929949932
1240,180535.66386832958
85,143890.6150804626
1823,125456.15556785086
825,291390.4980044081
110,222141.48883137427
697,128657.98586114039
2297,118784.80632674436
1231,136953.94554786742
1355,121777.44629023087
968,349280.88404703385
584,225075.33699456247
1315,134315.08830751953
1606,131895.321390841
206,106968.56403331204
1685,374229.40432161314
2016,137714.7911937847
869,205359.19769356196
2135,126417.9266864712
2346,180176.53861987113
2430,230745.86797888394
2198,53990.12269342202
2652,117548.37137362862
27,118050.41260619096
241,159893.11827433715
906,123169.84993794886
1506,111802.56925642259
2098,353821.2837191827
1435,220011.830076942
2213,144025.0075256692
1274,124957.77194084531
743,50082.998569003306
1737,188383.3540984728
2797,277468.27653356525
2185,76501.55040434143
58,161098.76532806695
830,200133.35436996614
808,134700.76039383083
680,132566.3488697025
1153,104164.82935400655
1291,143721.19017790724
1818,163834.35831633004
2161,181228.8753197994
1883,117801.93482925769
350,376826.0500067143
2473,128695.71980686419
295,199483.84644808777
293,191383.71148720884
859,128332.30147507456
288,77391.23895004099
1578,141156.2736547611
102,169283.29651097616
2831,141699.37263098572
1030,161351.2400714848
2551,150221.1083687083
1286,146832.7044158282
958,340398.7588385091
776,135641.50597692354
72,240382.09629361567
2263,264994.019008221
1866,162244.32450359143
2876,83912.670178531
2146,249210.04177389553
103,170607.93079491856
1500,135648.91146012023
492,189202.85872944142
167,140649.36697235366
2597,110579.13899549941
2685,113044.38747336654
1035,164483.57314611983
1220,80751.25034855721
2602,149790.16780899203
2159,205958.98465546663
695,133527.8890305758
1109,267961.64085463877
640,167014.02468350902
1652,159879.24362566724
2090,198264.67052066076
1188,193937.73147475606
2345,255095.27842722877
1059,420844.08166651335
2751,230757.34931469624
128,208166.87681598432
1523,176660.12578835
2925,185330.12563679746
2145,277752.07130913343
1121,216586.97181108975
566,278396.94396552147
565,246814.12662490283
1331,129618.55846908325
2928,129456.19670003734
156,136030.17649818052
797,141125.4448951297
327,97942.77862795141
2859,123652.56845154402
1453,111331.30540963578
1762,347174.7768140201
1868,220723.60056751108
1760,171757.47308047744
1113,230981.10265955026
1812,191833.5904825722
117,151927.29534642742
1142,199206.59174436372
2342,417674.43768832495
927,146588.8879264726
2478,178011.28732537007
655,92382.08061002509
2064,123336.29756446114
369,274365.6258058112
2239,107763.25701128277
2732,220902.40117922658
1653,165936.78095681977
959,230832.79094135654
2395,360023.88937307906
1412,120955.70609002102
271,269931.1379799136
1484,146479.48189405672
1497,146065.56264323398
552,175009.41883804975
2,118394.74978749282
1855,319885.2683274442
4,237942.8494677928
2292,156779.79870744215
134,136113.7967198055
646,119566.08645055335
42,311210.7688646642
532,230656.2545232548
713,69451.04069160251
2561,131928.1822662516
2360,141135.27818843524
1333,109992.96470422769
1407,246048.57524914478
2892,299395.101793432
574,215514.06555278582
1227,185946.8746250905
2591,215793.64252329423
1476,210440.14567927396
1125,249063.4142419494
1446,147678.0035899848
408,107688.12478936203
1101,287470.0076331936
2251,178613.349330351
373,186156.87358887508
2554,129112.85366604809
2382,273688.37646939745
1985,94911.36946139007
519,233313.49594085536
1093,187297.64014431712
864,255545.74392617715
2889,151409.49061724287
2308,171686.75842360582
986,180365.2159518171
1302,141970.46479962574
585,152200.33286683075
2708,150956.13076554192
147,132663.30581111976
1441,226693.42687337514
383,194020.81995070045
285,150955.05566657713
181,114113.68530796512
358,188153.3946574381
780,172619.36530700192
258,185256.46968219505
1865,225432.4644594814
692,119681.31638393566
2902,348793.203928023
508,255598.7359664193
2638,134465.14456318127
36,145236.11826489065
611,165907.53710366934
2281,151429.98492427453
1678,119025.580415871
1696,466230.667306287
1557,86914.81349679845
2180,162403.80430683168
1726,223923.9880799901
951,143788.60301481112
267,220701.51363275552
2706,142014.17258301948
2221,256104.04131708766
1357,179995.0632808323
2901,327817.6302468565
347,170225.0276055971
2164,194379.95104729
1586,317222.30321104487
360,151590.1915854041
1769,242394.72728853225
2617,171185.76934588206
1879,134371.47749200527
991,222428.16889595313
1535,116471.5915552233
1191,147465.6435749184
1579,224294.5972550243
1882,140209.68967280327
1510,145638.66669807507
2196,161644.93963115104
1845,169800.0275592807
2336,429472.33145063836
942,91527.33454755673
861,123926.06330046555
2555,122973.18743289445
1392,150883.53127972299
2099,245825.7284347142
1543,105161.45361132236
948,269469.78016789444
1239,179618.066418619
22,191631.1526823045
2796,232161.8455175684
2747,183188.10037397523
92,301759.6179533239
210,179385.5691087082
1858,201978.1348183668
2228,136289.35157558438
447,232155.1845042073
827,239150.80182668005
1649,215931.42883693657
682,132552.45891495323
2698,98014.76436786649
494,155603.46529297967
214,62535.51076936978
2441,240924.77398665433
2679,112916.86430969744
1336,126968.18483457298
465,177552.87072501157
1524,118887.07070577088
2543,112320.61242441414
631,143768.73891946606
2452,293392.25709937065
228,156587.1332869947
126,176673.12681494036
1092,241516.32938585925
1122,212516.70095769945
932,198969.88804245298
1980,92023.00027564514
2171,130732.54898061858
551,160704.91907025606
2768,170018.82989800101
2056,113424.52817630906
1159,363036.4233430723
2645,130127.79742364354
1174,175138.17989342517
2266,228411.55982607245
2462,396621.71892808087
1219,140143.30517332465
2922,172435.28192967217
118,147852.9166375004
474,158337.90542087605
2576,146277.1218518958
872,283868.7249933133
1077,201053.908333721
1536,135926.7352410489
1150,126163.3779599315
2341,341928.82475467946
1931,153442.89884604988
2785,140594.40953265986
2538,124302.90845643434
597,209607.80681236804
464,180000.23174517788
233,272498.5574094268
2169,138428.14807351812
2123,162401.31789355376
1867,176334.67005959243
137,225823.80032930864
515,241640.13913931666
933,98658.84482365946
2784,165624.6576214511
972,151621.21518314176
599,161767.45821306607
2614,121394.24840562206
2582,149643.33153003984
1409,181217.59008498664
175,108326.93923848795
352,203443.2081679671
976,89930.84005809975
2134,191327.39422467496
984,113776.10332466621
2396,366272.01079611795
1673,126358.40862358395
404,115409.7076522832
607,161406.4420785159
814,166800.87795346114
868,190684.15036966902
2271,186071.03291688173
1633,244161.53620447064
337,159053.69440380135
2765,180840.5280346297
1746,253769.03311210652
368,340390.8948284051
2806,204620.8011207673
1662,194926.14808509508
1234,220763.50779185144
1373,126505.63830109288
1672,116401.45433135358
1939,125951.20902840921
